rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/the_choice,The Choice,"Travis Shaw (Benjamin Walker) is a ladies' man who thinks a serious relationship would cramp his easygoing lifestyle. Gabby Holland (Teresa Palmer) is a feisty medical student who's preparing to settle down with her long-term boyfriend (Tom Welling). Fate brings the two together as Gabby moves next door to Travis, sparking an irresistible attraction that upends both of their lives. As their bond grows, the unlikely couple must decide how far they're willing to go to keep the hope of love alive.",PG-13,"Drama, Romance",Ross Katz,Bryan Sipe,"Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace, Tom Welling, Tom Wilkinson, Brett Rice, Jesse C. Boyd, Brad James, Noree Victoria, Anna Enger, Lou Lou Safran, Vance Griswold, Ashley LeConte Campbell, Sharon Blackwood, Marty Stonerock, Diane Sellers, Wilbur Fitzgerald, Callan White, Brett Kelley, Caity Brewer, Lori Lail Marette, Sofia Grillo, Joe Gallison, Veda Wilson, Simone Griffeth",2016-02-05,2016-05-31,111.0,Lionsgate Films,Rotten,11.0,84.0,Upright,62.0,12512.0,25,9,75,FLOP
m/the_christmas_candle_2013,The Christmas Candle,"In 19th-century England, a minister's quest to modernize his village puts him at odds with people who believe that whoever lights the candle that an angel touched will receive a miracle on Christmas Eve.",PG,"Drama, Kids & Family",John Stephenson,"Candace Lee, Eric Newman","Hans Matheson, Samantha Barks, Lesley Manville, James Cosmo, Sylvester McCoy, John Hannah, Barbara Flynn, Susan Boyle",2013-11-22,2017-01-03,100.0,Echolight Studios,Rotten,21.0,24.0,Upright,75.0,4422.0,9,5,19,FLOP
m/the_circle_2017,The Circle,"Mae Holland (Emma Watson) seizes the opportunity of a lifetime when she lands a job with the world's most powerful technology and social media company. Encouraged by the company's founder (Tom Hanks), Mae joins a groundbreaking experiment that pushes the boundaries of privacy, ethics and personal freedom. Her participation in the experiment, and every decision she makes soon starts to affect the lives and futures of her friends, family and that of humanity.",PG-13,"Drama, Mystery & Suspense",James Ponsoldt,"James Ponsoldt, Dave Eggers","Emma Watson, Tom Hanks, John Boyega, Karen Gillan, Ellar Coltrane, Patton Oswalt, Glenne Headly, Bill Paxton",2017-04-28,2017-07-17,110.0,EuropaCorp / STXfilms,Rotten,15.0,142.0,Spilled,21.0,18152.0,28,22,120,FLOP
m/the_clapper,The Clapper,Eddie Krumble works as a paid audience member for infomercials and experiences a whirlwind of overnight fame after a late-night talk show host publicizes his frequent infomercial appearances.,R,"Comedy, Romance",Dito Montiel,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Adam Levine, Russell Peters, P.J. Byrne",2018-01-26,2018-01-26,89.0,Momentum Pictures,Rotten,23.0,26.0,Spilled,31.0,261.0,7,6,20,FLOP
m/the_cleanse,The Cleanse,A heartbroken man attending a spiritual retreat discovers the regimen releases more than toxins.,R,"Comedy, Horror",Bobby Miller,Bobby Miller,"Johnny Galecki, Anna Friel, Kyle Gallner, Oliver Platt, Anjelica Huston, Kevin J. O'Connor, Josh Ssettuba, Loretta Walsh",2018-05-04,2018-05-10,81.0,Bron Studios,Fresh,83.0,23.0,Spilled,38.0,523.0,6,19,4,HIT
m/the_clovehitch_killer,The Clovehitch Killer,"After Tyler finds a cache of disturbing images in his father's possession, he begins to suspect that the man he trusts most in the world may be responsible for a series of unsolved murders.",NR,Horror,Duncan Skiles,Christopher Ford,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Breanna Sherman, Lance Chantiles-Wertz",2018-11-16,2018-11-16,110.0,IFC Midnight,Fresh,76.0,33.0,Upright,68.0,809.0,7,25,8,AVG
m/the_cobbler_2015,The Cobbler,A frustrated shoemaker (Adam Sandler) finds a magical sewing machine that allows him to see the world in a new way by stepping into the lives of his customers.,PG-13,Comedy,Tom McCarthy,"Tom McCarthy, Paul Sado","Adam Sandler, Method Man, Ellen Barkin, Dustin Hoffman, Melonie Diaz, Elena Kampouris, Glenn Fleshler, Lynn Cohen, Steve Buscemi, Dascha Polanco, Dan Stevens, Fritz Weaver, Kim Cloutier, Evan Neumann",2015-03-13,2016-12-05,99.0,RLJ/Image Entertainment,Rotten,10.0,70.0,Spilled,36.0,9475.0,26,7,63,FLOP
m/the_cold_lands_2013,The Cold Lands,"After his self-reliant mother dies unexpectedly, a boy (Silas Yelich) flees into the woods in shock. His nerves worn thin, he encounters a drifter (Peter Scanavino) and forms a wary alliance with the man.",NR,Drama,Tom Gilroy,Tom Gilroy,"Silas Yelich, Lili Taylor, Peter Scanavino, John Ventimiglia, Maggie Low, Nick Sandow, Deb Monteith, Deb Moneith, Barry Kuhar, Tim Quinn, Liam Fitzgerald, Andrew Van Dusen, Peter Rufa, Jonathan Gatt, Trace Henderson",2014-03-14,2016-08-10,101.0,CineReach,Fresh,64.0,11.0,Spilled,56.0,108.0,6,7,4,AVG
m/the_cold_light_of_day,The Cold Light of Day,"Young business consultant Will Shaw (Henry Cavill) flies to Spain for a vacation aboard his family's sailboat. When Will returns from some on-shore shopping, his family is gone and will be killed if he does not deliver a missing briefcase within 24 hours. As it turns out, his father (Bruce Willis) is not a cultural attache but a spy, and Will is in over his head. He must find a way to turn the tables on his enemies, or he and his family will all die.",PG-13,"Action & Adventure, Mystery & Suspense",Mabrouk El Mechri,"Richard Price, Mabrouk El Mechri, Scott Wiper, John Petro","Henry Cavill, Bruce Willis, Sigourney Weaver, Veronica Echequi, Roschdy Zem, Joseph Mawle, Oscar Jaenada, Caroline Goodall, Rafi Gavron, Emma Hamilton, Michael Budd, Joe Dixon, Jim Piddock, Fermí Reixach, Lolo Herrero, Luigi Lopez, Alex Amaral, Paloma Bloyd, Simón Andreu, Morgan Johnson, Mark Ullod, Andrea Ros, Borja Chantres, Carlos Martinez Aguera, José Alias, Sílvia Sabaté, Colm Meaney, Verónica Echegui",2012-09-07,2015-12-17,93.0,Lionsgate Fi lms,Rotten,4.0,46.0,Spilled,29.0,19637.0,11,2,44,FLOP
m/the_collection_2012,The Collection,"A young woman named Elena (Emma Fitzpatrick) sneaks out of her house one night to attend an exclusive party, unaware of the horror that awaits her. A sick criminal known as The Collector crashes the party in search of fresh victims. When Elena goes into hiding, she finds and frees Arkin (Josh Stewart), The Collector's captive. Arkin manages to escape, but Elena is taken prisoner. A mercenary friend of Elena's father then forces Arkin to come along on a mission to free the young woman.",R,"Action & Adventure, Horror, Mystery & Suspense",Marcus Dunstan,"Marcus Dunstan, Patrick Melton","Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen, Daniel Sharman, Randall Archer, Navi Rawat, Johanna Braddy, Andre Royo, Erin Way, Brandon Molale, Justin Mortelliti, Shannon Kane, William Peltz, Eaddy Mays, Tim Griffin, Michael Nardelli, Robert Pralgo, Mel Fair, Anne Marie Howard, Tracy Kay, Massi Furlan, Valeri Rogers, Elizabeth Davidovich, Courtney Lauren Cummings, Arlon Reston, Tabitha Minchew, Michael H. Cole, Jilian McLendon, Brian Hite, David Fritsch, Laura Marion",2012-11-30,2015-12-17,82.0,LD Entertainment,Rotten,36.0,50.0,Spilled,49.0,19419.0,15,18,32,FLOP
m/the_collini_case,The Collini Case,"Hoping to launch his career, a rookie defense lawyer takes on the mysterious case of a prominent industrialist who's accused of murder.",NR,Drama,Marco Kreuzpaintner,"Christian Zübert, Robert Gold, Jens-Frederik Otto","Elyas M'Barek, Alexandra Maria Lara, Heiner Lauterbach, Jannis Niewöhner, Manfred Zapatka, Franco Nero",2020-06-05,2020-06-04,123.0,MPI Media Group,Fresh,82.0,11.0,Upright,64.0,14.0,1,9,2,HIT
m/the_colony_2013,The Colony,"Forced to live underground, survivors of an ice age embark on a mission to reach another outpost.",NR,"Action & Adventure, Science Fiction & Fantasy",Jeff Renfroe,"Jeff Renfroe, Patrick Tarr, Pascal Trottier, Svet Rouskov","Laurence Fishburne, Bill Paxton, Kevin Zegers, Charlotte Sullivan, Atticus Dean Mitchell",2013-09-20,2016-09-06,93.0,Image Entertainment,Rotten,21.0,34.0,Spilled,22.0,7417.0,12,7,27,FLOP
m/the_color_of_time,The Color of Time,Memories of the past -- from his first sexual encounter to a tragic loss -- haunt poet C.K. Williams as he struggles to create new works.,R,"Drama, Special Interest","Edna Luise Biesold, Sarah-Violet Bliss, Omar Zuniya Hidalgo, Brooke Goldfinch, Tine Thomasen, Pamela Romanowsky, Alexis Gambis, Virginia Urreiztieta, Gabrielle Demeestere, Shripriya Mahesh, Bruce Thierry Cheung, Shruti Ganguly","Omar Zuniya Hidalgo, Virginia Urreiztieta, Bruce Thierry Cheung, Tine Thomasen, Pamela Romanowsky, Edna Luise Biesold, Sarah-Violet Bliss, Gabrielle Demeestere, Alexis Gambis, Shruti Ganguly, Brooke Goldfinch, Shripriya Mahesh","Henry Hopper, James Franco, Jessica Chastain, Mila Kunis, Zach Braff, Bruce Campbell",2014-12-12,2015-11-19,72.0,Starz Digital Media,Rotten,5.0,21.0,Spilled,20.0,1139.0,10,1,20,FLOP
m/the_color_wheel,The Color Wheel,"J.R. and her younger brother, Colin, bicker and fight but finally bond after being pushed away by everybody in their lives.",NR,"Comedy, Drama",Alex Ross Perry,"Alex Ross Perry, Carlen Altman","Anna Bak-Kvapil, Bob Byington, Carlen Altman, Kate Lyn Sheil, Ry Russo-Young, Alex Ross Perry, Craig Butta, C. Mason Wells, Roy Thomas",2012-05-18,2016-08-10,83.0,Independent Pictures,Fresh,78.0,27.0,Spilled,56.0,364.0,12,21,6,AVG
m/the_comedian_2017,The Comedian,"Jackie Burke, an aging comic icon, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in each other.",R,Comedy,Taylor Hackford,"Art Linson, Jeffrey Ross, Lewis Friedman, Richard LaGravenese","Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco, Veronica Ferres, Charles Grodin, Cloris Leachman, Patti LuPone, Lois Smith, Harvey Keitel",2017-02-03,2017-05-02,120.0,Sony Pictures Classics,Rotten,24.0,113.0,Spilled,28.0,2198.0,36,27,86,FLOP
m/the_comedy,The Comedy,A guy in Williamsburg ignores the notion of inheriting his father's estate while he plays games with his friends.,NR,Drama,Rick Alverson,"Rick Alverson, Colm O'Leary, Robert Donne","Tim Heidecker, Eric Wareheim, Jeffrey Jensen, James Murphy, Kate Lyn Sheil, Liza Kate Walter, Alexia Rasmussen, Gregg Turkington, Adam Scarimbolo, Grace Rex",2012-11-09,2016-06-03,90.0,Tribeca Film,Rotten,47.0,34.0,Spilled,55.0,4441.0,16,16,18,FLOP
m/the_command,The Command (Kursk),"On Aug. 12, 2000, explosions aboard the Russian submarine Kursk cause it to sink during a naval exercise in the Barents Sea, leaving 23 survivors trapped below on the ocean floor. For the next seven days, members of a rescue team frantically work to reach the men before their dwindling oxygen supply runs out.",PG-13,"Action & Adventure, Drama",Thomas Vinterberg,Robert Rodat,"Léa Seydoux, Colin Firth, Matthias Schoenaerts, Steven Waddington, Max von Sydow, Zlatko Buric, Peter Simonischek, August Diehl, Bjarne Henriksen, Magnus Millang, Joel Basman, Pit Bukowski, Matthias Schweighöfer, Tom Hudson, Kristof Coenen, Pernilla August, Helene Reingaard Neumann, Martin Brambach, Peter Plaugborg",2019-06-21,2019-06-21,117.0,Saban Films,Fresh,69.0,51.0,Spilled,55.0,114.0,13,35,16,AVG
m/the_commune_2017,The Commune (Kollektivet),Personal desires clash with solidarity and tolerance in a Danish commune.,NR,"Art House & International, Drama",Thomas Vinterberg,"Thomas Vinterberg, Tobias Lindholm","Trine Dyrholm, Ulrich Thomsen, Helene Reingaard Neumann, Lars Ranthe, Fares Fares, Magnus Millang",2017-05-19,2017-05-19,112.0,Magnolia Pictures,Fresh,71.0,94.0,Upright,60.0,732.0,26,67,27,AVG
m/the_commuter,The Commuter,"Insurance salesman Michael is on his daily commute home, which quickly becomes anything but routine. After being contacted by a mysterious stranger, Michael is forced to uncover the identity of a hidden passenger on the train before the last stop. As he works against the clock to solve the puzzle, he realizes a deadly plan is unfolding, and he is unwittingly caught up in a criminal conspiracy that carries life and death stakes for everyone on the train.",PG-13,"Drama, Mystery & Suspense",Jaume Collet-Serra,"Byron Willinger, Phil de Blasi","Liam Neeson, Vera Farmiga, Patrick Wilson, Elizabeth McGovern, Sam Neill, Jonathan Banks, Shazad Latif, Killian Scott, Scott Killian, Andy Nyman, Clara Lago, Florence Pugh, Dean-Charles Chapman, Ella-Rae Smith, Nila Aalia, Colin McFarlane, Kobna Holdbrook-Smith, Adam Nagaitis, Kingsley Ben-Adir, Damson Idris, Andy Lucas, Zaak Conway, Ben Caplan, Letitia Wright, Simon Hibbs, Nathan Wiley, Jamie Beamish, Ben Nathan, David Alwyn, Alastair Johns, Edward Bluemel, Aoife Hinds, Alana Maria, Pat Kiernan, Natalie Duddridge, Jaime Menéndez",2018-01-12,2018-03-22,104.0,Lionsgate,Rotten,56.0,211.0,Spilled,40.0,5315.0,45,118,93,FLOP
m/the_company_you_keep,The Company You Keep,"Decades after an ill-fated robbery, a former member (Susan Sarandon) of the Weather Underground turns herself in to authorities. While covering the story, reporter Ben Shepard (Shia LaBeouf) discovers that recently widowed lawyer Jim Grant (Robert Redford) was also a member of that particular group. Grant slips by the FBI agents tracking him and goes on the run, hoping to track down his former lover, Mimi (Julie Christie), who's still underground and fighting for the cause.",R,Mystery & Suspense,Robert Redford,"Robert Redford, Lem Dobbs","Robert Redford, Shia LaBeouf, Julie Christie, Susan Sarandon, Nick Nolte, Chris Cooper, Terrence Howard, Stanley Tucci, Richard Jenkins, Anna Kendrick, Brendan Gleeson, Brit Marling, Sam Elliott, Jackie Evancho, Stephen Root",2013-04-05,2014-09-07,121.0,Sony Pictures Classics,Rotten,54.0,122.0,Spilled,45.0,13533.0,38,66,56,FLOP
m/the_competition_2018,The Competition,"Lauren Mauldin encourages women to follow the ""PIG Theory,"" and to break up with men precisely at six months in order to avoid heartache. But then she meets Calvin Chesney, who refuses to be dumped. Instead, he challenges Lauren to a competition.",NR,"Comedy, Romance",Harvey Lowry,Kelsey Tucker,"Thora Birch, Chris Klein, Claire Coffee, David Blue, Gabrielle Stone, Jason Tobias, Tiffany Fallon, Michael Draper, Jasmine Fontes, Betsy Hume",2018-01-26,2018-01-26,103.0,Gravitas Ventures,Rotten,17.0,6.0,Spilled,53.0,139.0,1,1,5,FLOP
m/the_congress,The Congress,An aging actress (Robin Wright) agrees to preserve her digital likeness for a studio to use in any future films it likes.,NR,"Animation, Science Fiction & Fantasy",Ari Folman,Ari Folman,"Robin Wright, Harvey Keitel, Danny Huston, Paul Giamatti, Jon Hamm, Kodi Smit-McPhee, Sami Gayle, Michael Stahl-David, Michael Landes, Sarah Shahi",2014-08-29,2016-11-30,122.0,Drafthouse Films,Certified-Fresh,73.0,107.0,Spilled,53.0,7962.0,31,78,29,AVG
m/the_conjuring,The Conjuring,"In 1970, paranormal investigators and demonologists Lorraine (Vera Farmiga) and Ed (Patrick Wilson) Warren are summoned to the home of Carolyn (Lili Taylor) and Roger (Ron Livingston) Perron. The Perrons and their five daughters have recently moved into a secluded farmhouse, where a supernatural presence has made itself known. Though the manifestations are relatively benign at first, events soon escalate in horrifying fashion, especially after the Warrens discover the house's macabre history.",R,"Horror, Mystery & Suspense",James Wan,"James Wan, Chad Hayes, Carey Hayes","Vera Farmiga, Patrick Wilson, Ron Livingston, Lili Taylor, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook, John Brotherton, Sterling Jerins, Marion Guyot, Morganna Bridgers, Amy Tipton, Kymoura Kennedy, Sean Flynn, Ashley White, Zach Pappas, Arnell Powell, Joseph Bishara, Rose Bachtel, J. Donovan Nelson, Christof Veillon, George T. Zervos, Carmella Gioio, Steve Coulter, Desi Domo, Dusty",2013-07-19,2015-07-09,111.0,Warner Bros. Pictures,Certified-Fresh,86.0,223.0,Upright,83.0,159386.0,51,191,32,HIT
m/the_conjuring_2,The Conjuring 2,"In 1977, paranormal investigators Ed (Patrick Wilson) and Lorraine Warren come out of a self-imposed sabbatical to travel to Enfield, a borough in north London. There, they meet Peggy Hodgson, an overwhelmed single mother of four who tells the couple that something evil is in her home. Ed and Lorraine believe her story when the youngest daughter starts to show signs of demonic possession. As the Warrens try to help the besieged girl, they become the next targets of the malicious spirit.",R,Horror,James Wan,"Chad Hayes, Carey Hayes, David Leslie Johnson-McGoldrick, James Wan","Vera Farmiga, Patrick Wilson, Frances O'Connor (II), Madison Wolfe, Lauren Esposito, Patrick McAuley, Benjamin Haigh, Maria Doyle Kennedy, Simon Delaney, Franka Potente, Simon McBurney, Bob Adrian, Robin Atkin Downes, Bonnie Aarons, Javier Botet, Abhi Sinha, Chris Royds, Sterling Jerins, Daniel Wolfe, Annie Young, Elliot Joseph, Debora Weston, Cory English, Joseph Bishara, Emily Tasker, Kate Cook, Carol Been, Shannon Kook, Holly Hayes, Jennifer Collins, Lance C. Fuller, Thomas Harrison",2016-06-10,2016-08-30,133.0,Warner Bros. Pictures,Certified-Fresh,80.0,251.0,Upright,81.0,54542.0,38,201,50,AVG
m/the_connection,The Connection,"In 1970s France, dedicated cop Pierre Michel (Jean Dujardin) risks his life to crack a heroin ring masterminded by powerful mobster Gaëtan Zampa (Gilles Lellouche).",R,"Action & Adventure, Documentary, Mystery & Suspense",Cédric Jimenez,"Cédric Jimenez, Audrey Diwan","Jean Dujardin, Gilles Lellouche, Céline Sallette, Benoît Magimel, Mélanie Doutey, Guillaume Gouix, Bruno Todeschini, Moussa Maaskri, Cyril Lecomte, Bernard Blancan, Gerard Meylan, Eric Fraticelli, Feodor Atkine, Pauline Burlet, Pierre Lopez, Eric Collado, Jean-Pierre Sanchez, Georges Neri, Martial Bezot",2015-05-15,2016-10-04,135.0,Drafthouse Films,Certified-Fresh,77.0,74.0,Upright,71.0,1878.0,25,57,17,AVG
m/the_conquest_2011,The Conquest,Nicolas Sarkozy (Denis Podalydès) deals with marital problems while trying to become president of France.,NR,Drama,Xavier Durringer,"Patrick Rotman, Michaël Darmon","Denis Podalydès, Florence Pernel, Bernard Le Coq, Samuel Labarthe, Hippolyte Girardot, Dominique Besnehard, Michèle Moretti, Emmanuel Noblet, Michel Bompoil, Gérard Chaillou, Nicolas Moreau, Yann Babilée, Yann Babilée-Keogh, Fabrice Cals, Laurent Olmedo, Bruno Lopez, Jean-Pierre Léonardini, Laurent Claret, Dominique Daguier, Vincent Jouan, Frederic Barbe, Marine Royer, Monica Abularach, Ellie Tardy, Lyre Gonty, Ghislaine Pons, Philippe Maymat, Frédéric Piatti, Christophe Thuillier, Cyrille de Bréville, Cyrille Debreville, Marco Bella, Nicolas Pucheu, Cyril Vendola, Xavier Fillol, Bernard Molmy, Patrick Rotman, Grégory Fitoussi",2011-11-11,2016-08-10,110.0,Music Box Films,Fresh,77.0,31.0,Spilled,50.0,812.0,20,24,7,AVG
